MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.6197933520581886,0.7872695548909463,0.6279113235071176,0.2621451514673219,0.9947630343724018,0.9954873649956623,Ridge Regression (alpha=0.2),AAPL,2025-04-09 10:44:12
