MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.9582007397625445,0.9788772853440539,0.7502176258881498,0.31191121070108063,0.9919036500091994,0.9946144598326552,Ridge Regression (alpha=2.0),AAPL,2025-04-09 10:41:51
