MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.8259537765288048,0.9088199912682405,0.69673295592219,0.29006166453092463,0.993021074648022,0.9949515419727283,Ridge Regression (alpha=1.0),AAPL,2025-04-09 10:38:46
