MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
5.519974785866365,2.3494626589640375,2.054018383659229,0.8555643709348687,0.9533587838620916,0.986783143383845,Lasso Regression (alpha=1.0),AAPL,2025-04-09 10:45:20
