MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.5385696250350115,0.7338730305952191,0.5930193046892771,0.2485002585288481,0.9954493374950031,0.9956099754343856,Linear Regression,AAPL,2025-04-09 10:36:16
