MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
332.43765422074387,18.232872900910156,17.511438911549636,7.312479579853692,-1.808943352891677,0.7821104953807396,Lasso Regression (alpha=10.0),AAPL,2025-04-09 10:45:59
