MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.8259577344167642,0.9088221687529218,0.6967343551281916,0.29006222017348415,0.9930210418152005,0.9949515274226041,Ridge Regression (alpha=1.0),AAPL,2025-04-09 10:40:18
