MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.6501214034381749,0.8063010625307243,0.6440603860560002,0.26860513581427453,0.9945067769201991,0.9953012435548363,Lasso Regression (alpha=0.01),AAPL,2025-04-09 10:48:02
